title,date,subtitle,url
Homelessness statistics,2015-03-06,"Sir Andrew Dilnot, UK Statistics Authority to Iain Duncan Smith MP",https://www.statisticsauthority.gov.uk/correspondence/homelessness-statistics/
Release date of Official Statistics,2015-03-04,"Mark Harper MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/release-date-of-official-statistics-2/
Zero Hours Contracts,2015-03-04,"Matthew Hancock MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/zero-hours-contracts-2/
Statistics Board 2014-15 Supplementary Estimate,2015-03-03," to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-board-2014-15-supplementary-estimate-2/
Police recorded crime statistics for England and Wales,2015-03-02,"Sir Andrew Dilnot, UK Statistics Authority to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/police-recorded-crime-statistics-for-england-and-wales/
Statistics about growth in earnings,2015-03-01," to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-about-growth-in-earnings-2/
Review of Price Indices,2015-02-27,"John Pullinger, UK Statistics Authority to Jon McGinty, Statistics User Forum",https://www.statisticsauthority.gov.uk/correspondence/review-of-price-indices/
Fly-tipping in Wales,2015-02-25,"Ed Humpherson, UK Statistics Authority to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/fly-tipping-in-wales/
Transparency data on passport applications,2015-02-25,"Mark Sedwill, Home Office to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/transparency-data-on-passport-applications-2/
Review of Price Indices,2015-02-22,"Jon McGinty, Statistics User Forum to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/review-of-price-indices-2/
Police recorded crime statistics for England and Wales,2015-02-20,"John Pullinger, UK Statistics Authority to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/police-recorded-crime-statistics-for-england-and-wales-2/
Rail electrification figures,2015-02-20,"Lilian Greenwood MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/rail-electrification-figures-2/
Review of consumer price statistics,2015-02-19,"John Pullinger, UK Statistics Authority to Peter J Diggle, Royal Statistical Society",https://www.statisticsauthority.gov.uk/correspondence/review-of-consumer-price-statistics/
Accident and Emergency waiting times in Scotland,2015-02-17,"Sir Peter Housden KCB,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/accident-and-emergency-waiting-times-in-scotland/
Fly-tipping in Wales,2015-02-13,"Glyn Jones, Welsh Government to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/fly-tipping-in-wales-2/
NHS workforce numbers,2015-02-12,"Sir Andrew Dilnot, UK Statistics Authority to Marcus Jones MP",https://www.statisticsauthority.gov.uk/correspondence/nhs-workforce-numbers/
Review of consumer price statistics,2015-02-06,"Peter J Diggle, Royal Statistical Society to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/review-of-consumer-price-statistics-2/
UK jobs linked to EU membership,2015-02-04,"Sir Andrew Dilnot, UK Statistics Authority to Sir William Cash MP",https://www.statisticsauthority.gov.uk/correspondence/uk-jobs-linked-to-eu-membership/
Net migration,2015-02-04,"Sir Andrew Dilnot, UK Statistics Authority to Vince Cable MP",https://www.statisticsauthority.gov.uk/correspondence/net-migration/
Homelessness statistics,2015-02-03,"Iain Duncan Smith MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/homelessness-statistics-2/
Welsh resident cancer patients treated in English hospitals,2015-02-02,"Sir Andrew Dilnot, UK Statistics Authority to Mark Drakeford AC / AM, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/welsh-resident-cancer-patients-treated-in-english-hospitals/
English Housing Survey,2015-01-30,"Sir Andrew Dilnot, UK Statistics Authority to John Healey MP",https://www.statisticsauthority.gov.uk/correspondence/english-housing-survey/
Accident and Emergency waiting times in Scotland,2015-01-30,"Ed Humpherson, UK Statistics Authority to Sir Peter Housden KCB",https://www.statisticsauthority.gov.uk/correspondence/accident-and-emergency-waiting-times-in-scotland-2/
Statistics on literacy and numeracy,2015-01-26,"Nicky Morgan MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-literacy-and-numeracy/
English Housing Survey,2015-01-21,"John Healey MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/english-housing-survey-2/
Net migration,2015-01-21,"Vince Cable MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/net-migration-2/
UK jobs linked to EU membership,2015-01-20,"Sir William Cash MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/uk-jobs-linked-to-eu-membership-2/
Statistics on domestic violence,2015-01-12,"Sir Andrew Dilnot, UK Statistics Authority to Crown Prosecution Service",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-domestic-violence-3/
Statistics on living standards,2015-01-10,"Ed Miliband MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-living-standards-4/
Statistics on literacy and numeracy,2014-12-18,"Sir Andrew Dilnot, UK Statistics Authority to Nicky Morgan MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-literacy-and-numeracy-2/
BIS review of Construction Price Indices,2014-12-18,"Ed Humpherson, UK Statistics Authority to Philip Turnbull",https://www.statisticsauthority.gov.uk/correspondence/bis-review-of-construction-price-indices/
Welsh resident cancer patients treated in English hospitals,2014-12-18,"Mark Drakeford AC / AM, Welsh Government to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/welsh-resident-cancer-patients-treated-in-english-hospitals-2/
Statistics on housing benefit and the benefit cap,2014-12-17,"Sir Andrew Dilnot, UK Statistics Authority to Jonathan Portes, National Institute of Economic and Social Research",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-benefit-and-the-benefit-cap/
Statistics on women in employment,2014-12-15,"Sir Andrew Dilnot, UK Statistics Authority to Frances O’Grady, Trades Union Congress",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-women-in-employment/
NHS workforce numbers,2014-12-12,"Marcus Jones MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/nhs-workforce-numbers-2/
Construction Price and Cost Indices,2014-12-11,"Ed Humpherson, UK Statistics Authority to Siobhan Carey, Department for Business",https://www.statisticsauthority.gov.uk/correspondence/construction-price-and-cost-indices/
Construction Output and New Orders statistics,2014-12-11,"Ed Humpherson, UK Statistics Authority to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/construction-output-and-new-orders-statistics/
Construction Price and Cost Indices,2014-12-10,"Siobhan Carey, Department for Business to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/construction-price-and-cost-indices-2/
Literacy and numeracy statistics,2014-12-04,"Sir Andrew Dilnot, UK Statistics Authority to Janet Downs",https://www.statisticsauthority.gov.uk/correspondence/literacy-and-numeracy-statistics/
Statistics on domestic violence,2014-12-04,"Crown Prosecution Service to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-domestic-violence-4/
Public expenditure savings and income tax reduction,2014-12-01,"Sir Andrew Dilnot, UK Statistics Authority to Chris Leslie MP",https://www.statisticsauthority.gov.uk/correspondence/public-expenditure-savings-and-income-tax-reduction/
Changes to UK National Accounts,2014-11-27,"Sir Andrew Dilnot, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/changes-to-uk-national-accounts/
Annual tax summaries,2014-11-24,"Sir Andrew Dilnot, UK Statistics Authority to Will Moy, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/annual-tax-summaries/
Statistics on General Practitioners,2014-11-20,"Sir Andrew Dilnot, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-general-practitioners/
Section 12 – Statistics and Registration Service Act 2007 – Statistics on Legal Aid,2014-11-17,"Shailesh Vara MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/section-12-statistics-and-registration-service-act-2007-statistics-on-legal-aid/
Estimates of expenditure for UK residents’ visits abroad and overseas residents’ visits to the UK,2014-11-14,"Sir Andrew Dilnot, UK Statistics Authority to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/estimates-of-expenditure-for-uk-residents-visits-abroad-and-overseas-residents-visits-to-the-uk/
Estimates of expenditure for UK residents’ visits abroad and overseas residents’ visits to the UK,2014-11-12,"John Pullinger, UK Statistics Authority to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/estimates-of-expenditure-for-uk-residents-visits-abroad-and-overseas-residents-visits-to-the-uk-2/
Impact of 2013 changes to emergency care in Cheltenham,2014-11-05,"Ed Humpherson, UK Statistics Authority to Martin Horwood MP",https://www.statisticsauthority.gov.uk/correspondence/impact-of-2013-changes-to-emergency-care-in-cheltenham/
Statistics on General Practitioners,2014-11-05," to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-general-practitioners-2/
Annual tax summaries,2014-11-05,"Will Moy, Full Fact to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/annual-tax-summaries-2/
Regulated rail fare increases,2014-11-04,"Sir Andrew Dilnot, UK Statistics Authority to Tony Cox, RPI CPI User Group",https://www.statisticsauthority.gov.uk/correspondence/regulated-rail-fare-increases/
Work with the Valuation Office Agency on CPIH,2014-10-30,"Sir Andrew Dilnot, UK Statistics Authority to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/work-with-the-valuation-office-agency-on-cpih/
Public expenditure savings and income tax reduction,2014-10-30,"Chris Leslie MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/public-expenditure-savings-and-income-tax-reduction-2/
Statistics on women in employment,2014-10-27,"Frances O’Grady, Trades Union Congress to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-women-in-employment-2/
Unemployment statistics,2014-10-21,"Sir Andrew Dilnot, UK Statistics Authority to Richard Partington, Telford and Wrekin Council",https://www.statisticsauthority.gov.uk/correspondence/unemployment-statistics/
Immigration from outside the EU,2014-10-21,"Sir Andrew Dilnot, UK Statistics Authority to Sheila Gilmore MP",https://www.statisticsauthority.gov.uk/correspondence/immigration-from-outside-the-eu/
Road Freight statistics,2014-10-15,"Ed Humpherson, UK Statistics Authority to June Bowman, Department for Transport",https://www.statisticsauthority.gov.uk/correspondence/road-freight-statistics/
BIS review of Construction Price Indices,2014-10-13,"Philip Turnbull,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/bis-review-of-construction-price-indices-2/
Migration statistics,2014-10-09,"Sir Andrew Dilnot, UK Statistics Authority to David Hanson MP",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-6/
Data on the monthly volume of passport applications received by the HM Passport Office,2014-10-07,"Ed Humpherson, UK Statistics Authority to Mark Sedwill, Home Office",https://www.statisticsauthority.gov.uk/correspondence/data-on-the-monthly-volume-of-passport-applications-received-by-the-hm-passport-office/
Public sector finances statistics – Debt and deficit,2014-10-03,"Sir Andrew Dilnot, UK Statistics Authority to Chris Leslie MP",https://www.statisticsauthority.gov.uk/correspondence/public-sector-finances-statistics-debt-and-deficit/
